movie_id,title,hero_name
9072,Little Man,Marlon Wayans
3536,U-571,Matthew McConaughey
9087,The American President,Michael Douglas
12177,The Love Guru,Mike Myers
12138,3000 Miles to Graceland,Kurt Russell
273248,The Hateful Eight,Samuel L. Jackson
9955,Blades of Glory,Will Ferrell
50359,Hop,Russell Brand
1271,300,Gerard Butler
693,Meet the Fockers,Ben Stiller
14306,Marley & Me,Owen Wilson
497,The Green Mile,Tom Hanks
11199,Wild Hogs,Tim Allen
9982,Chicken Little,Zach Braff
210577,Gone Girl,Ben Affleck
2501,The Bourne Identity,Matt Damon
710,GoldenEye,Pierce Brosnan
2275,The General's Daughter,John Travolta
37165,The Truman Show,Jim Carrey
9837,The Prince of Egypt,Val Kilmer
10708,Daddy Day Care,Eddie Murphy
136400,2 Guns,Denzel Washington
10992,Cats & Dogs,Jeff Goldblum
9654,The Italian Job,Mark Wahlberg
2642,Two Weeks Notice,Sandra Bullock
8916,Antz,Woody Allen
19899,Couples Retreat,Vince Vaughn
2119,Days of Thunder,Tom Cruise
9641,Cheaper by the Dozen 2,Steve Martin
294254,Maze Runner: The Scorch Trials,Dylan O'Brien
38167,Eat Pray Love,Julia Roberts
5994,The Family Man,Nicolas Cage
39514,RED,Bruce Willis
9563,Any Given Sunday,Al Pacino
547,The Horse Whisperer,Robert Redford
1538,Collateral,Tom Cruise
9334,The Scorpion King,Dwayne Johnson
11128,Ladder 49,Joaquin Phoenix
75780,Jack Reacher,Tom Cruise
8914,Deep Blue Sea,Thomas Jane
13576,This Is It,Michael Jackson
39538,Contagion,Matt Damon
10628,Kangaroo Jack,Jerry O'Connell
14836,Coraline,Dakota Fanning
8645,The Happening,Mark Wahlberg
9509,Man on Fire,Denzel Washington
10067,The Shaggy Dog,Tim Allen
9384,Starsky & Hutch,Ben Stiller
9279,Jingle All the Way,Arnold Schwarzenegger
1487,Hellboy,Ron Perlman
9422,A Civil Action,John Travolta
77174,ParaNorman,Kodi Smit-McPhee
4824,The Jackal,Bruce Willis
9620,Paycheck,Ben Affleck
9302,Up Close & Personal,Robert Redford
10199,The Tale of Despereaux,Matthew Broderick
10771,The Tuxedo,Jackie Chan
3512,Under Siege 2: Dark Territory,Steven Seagal
137094,Jack Ryan: Shadow Recruit,Chris Pine
274479,Joy,Jennifer Lawrence
267860,London Has Fallen,Gerard Butler
8078,Alien: Resurrection,Sigourney Weaver
7485,Shooter,Mark Wahlberg
170687,The Boxtrolls,Ben Kingsley
6435,Practical Magic,Sandra Bullock
137106,The Lego Movie,Chris Pratt
10040,Miss Congeniality 2: Armed and Fabulous,Sandra Bullock
6278,Reign of Fire,Christian Bale
82682,Gangster Squad,Josh Brolin
17610,Year One,Jack Black
22954,Invictus,Morgan Freeman
16995,State of Play,Russell Crowe
16558,Duplicity,Clive Owen
9849,My Favorite Martian,Jeff Daniels
5820,The Sentinel,Michael Douglas
16866,Planet 51,Dwayne Johnson
201,Star Trek: Nemesis,Patrick Stewart
11775,Intolerable Cruelty,George Clooney
87825,Trouble with the Curve,Clint Eastwood
12201,Edge of Darkness,Mel Gibson
11015,The Relic,Penelope Ann Miller
9932,Analyze That,Robert De Niro
13389,Righteous Kill,Robert De Niro
8838,Mercury Rising,Bruce Willis
17332,The Soloist,Robert Downey Jr.
4958,The Legend of Bagger Vance,Matt Damon
786,Almost Famous,Kate Hudson
9513,Garfield: A Tail of Two Kitties,Bill Murray
11679,xXx: State of the Union,Ice Cube
38321,Priest,Paul Bettany
14411,Sinbad: Legend of the Seven Seas,Brad Pitt
8413,Event Horizon,Laurence Fishburne
10052,Dragonfly,Kevin Costner
9676,The Black Dahlia,Josh Hartnett
9664,Flyboys,James Franco
2100,The Last Castle,Robert Redford
10384,Supernova,James Spader
137321,Winter's Tale,Colin Farrell
123553,The Mortal Instruments: City of Bones,Lily Collins
11260,Meet Dave,Eddie Murphy
9009,Dark Water,Jennifer Connelly
11374,Edtv,Matthew McConaughey
2309,Inkheart,Brendan Fraser
8285,The Spirit,Gabriel Macht
210860,Mortdecai,Johnny Depp
2312,In the Name of the King: A Dungeon Siege Tale,Jason Statham
9839,Beyond Borders,Angelina Jolie
381902,The Monkey King 2,Aaron Kwok
13922,The Great Raid,Benjamin Bratt
293660,Deadpool,Ryan Reynolds
9713,Holy Man,Eddie Murphy
190859,American Sniper,Bradley Cooper
257445,Goosebumps,Jack Black
9007,Just Like Heaven,Reese Witherspoon
889,The Flintstones in Viva Rock Vegas,Mark Addy
1370,Rambo III,Sylvester Stallone
4942,Leatherheads,George Clooney
347969,The Ridiculous 6,Adam Sandler
24438,Did You Hear About the Morgans?,Hugh Grant
116741,The Internship,Owen Wilson
35791,Resident Evil: Afterlife,Milla Jovovich
72431,Red Tails,Bryan Cranston
1813,The Devil's Advocate,Keanu Reeves
87428,That's My Boy,Adam Sandler
8840,DragonHeart,Dennis Quaid
10589,After the Sunset,Pierce Brosnan
71676,Ghost Rider: Spirit of Vengeance,Nicolas Cage
1722,Captain Corelli's Mandolin,Nicolas Cage
10022,The Pacifier,Vin Diesel
11358,Walking Tall,Dwayne Johnson
13,Forrest Gump,Tom Hanks
6477,Alvin and the Chipmunks,Jason Lee
1597,Meet the Parents,Ben Stiller
10530,Pocahontas,Irene Bedard
1924,Superman,Christopher Reeve
9327,The Nutty Professor,Eddie Murphy
8488,Hitch,Will Smith
10603,George of the Jungle,Brendan Fraser
8273,American Wedding,Jason Biggs
109424,Captain Phillips,Tom Hanks
35056,Date Night,Tina Fey
8839,Casper,Christina Ricci
156022,The Equalizer,Denzel Washington
7303,Maid in Manhattan,Jennifer Lopez
8963,Crimson Tide,Denzel Washington
1402,The Pursuit of Happyness,Will Smith
9315,Flightplan,Jodie Foster
8984,Disclosure,Michael Douglas
795,City of Angels,Nicolas Cage
24,Kill Bill: Vol. 1,Uma Thurman
11353,Bowfinger,Steve Martin
393,Kill Bill: Vol. 2,Uma Thurman
9618,Tango & Cash,Sylvester Stallone
9374,Death Becomes Her,Meryl Streep
8584,Shanghai Noon,Jackie Chan
2320,Executive Decision,Kurt Russell
58224,Mr. Popper's Penguins,Jim Carrey
1729,The Forbidden Kingdom,Jackie Chan
175574,Free Birds,Owen Wilson
8077,Alien³,Sigourney Weaver
8818,Evita,Madonna
8195,Ronin,Robert De Niro
10586,The Ghost and the Darkness,Michael Douglas
116149,Paddington,Nicole Kidman
80035,The Watch,Ben Stiller
10632,The Hunted,Tommy Lee Jones
12117,Instinct,Anthony Hopkins
1792,Stuck on You,Matt Damon
13260,Semi-Pro,Will Ferrell
72197,The Pirates! In an Adventure with Scientists!,Hugh Grant
3580,Changeling,Angelina Jolie
12123,Chain Reaction,Keanu Reeves
9566,The Fan,Robert De Niro
9833,The Phantom of the Opera,Gerard Butler
4517,Elizabeth: The Golden Age,Cate Blanchett
8202,Æon Flux,Charlize Theron
16072,Gods and Generals,Stephen Lang
34314,Turbulence,Ray Liotta
19724,Imagine That,Eddie Murphy
145220,Muppets Most Wanted,Ricky Gervais
14623,Thunderbirds,Brady Corbet
42297,Burlesque,Cher
2841,A Very Long Engagement,Audrey Tautou
802,Lolita,James Mason
10375,D-Tox,Sylvester Stallone
36586,Blade II,Wesley Snipes
11321,Seven Pounds,Will Smith
70074,Bullet to the Head,Sylvester Stallone
242,The Godfather: Part III,Al Pacino
9621,Elizabethtown,Orlando Bloom
1819,"You, Me and Dupree",Kate Hudson
8536,Superman II,Gene Hackman
8046,Gigli,Ben Affleck
1717,All the King's Men,Sean Penn
479,Shaft,Samuel L. Jackson
9444,Anastasia,Meg Ryan
824,Moulin Rouge!,Nicole Kidman
11456,Domestic Disturbance,John Travolta
261023,Black Mass,Johnny Depp
3683,Flags of Our Fathers,Ryan Phillippe
22803,Law Abiding Citizen,Jamie Foxx
285923,Grindhouse,Kurt Russell
39437,Beloved,Oprah Winfrey
1950,Lucky You,Eric Bana
640,Catch Me If You Can,Leonardo DiCaprio
97630,Zero Dark Thirty,Jessica Chastain
9767,The Break-Up,Vince Vaughn
11631,Mamma Mia!,Meryl Streep
32856,Valentine's Day,Jessica Alba
6519,The Dukes of Hazzard,Johnny Knoxville
8741,The Thin Red Line,Sean Penn
49520,The Change-Up,Olivia Wilde
1850,Man on the Moon,Jim Carrey
524,Casino,Robert De Niro
26389,From Paris with Love,John Travolta
11817,Bulletproof Monk,Seann William Scott
2123,"Me, Myself & Irene",Jim Carrey
9907,Barnyard,Courteney Cox
9969,Deck the Halls,Danny DeVito
18239,The Twilight Saga: New Moon,Kristen Stewart
808,Shrek,Mike Myers
38050,The Adjustment Bureau,Matt Damon
8367,Robin Hood: Prince of Thieves,Kevin Costner
9390,Jerry Maguire,Tom Cruise
72105,Ted,Mark Wahlberg
2898,As Good as It Gets,Jack Nicholson
10312,Patch Adams,Robin Williams
109443,Anchorman 2: The Legend Continues,Will Ferrell
2022,Mr. Deeds,Adam Sandler
37686,Super 8,Joel Courtney
462,Erin Brockovich,Julia Roberts
9919,How to Lose a Guy in 10 Days,Kate Hudson
187017,22 Jump Street,Jonah Hill
628,Interview with the Vampire,Brad Pitt
10201,Yes Man,Jim Carrey
302699,Central Intelligence,Dwayne Johnson
9441,Stepmom,Julia Roberts
274167,Daddy's Home,Will Ferrell
224141,Into the Woods,Meryl Streep
388,Inside Man,Denzel Washington
2112,Payback,Mel Gibson
10329,Congo,Laura Linney
74465,We Bought a Zoo,Matt Damon
13811,Knowing,Nicolas Cage
6877,Failure to Launch,Matthew McConaughey
10320,The Ring Two,Naomi Watts
50646,"Crazy, Stupid, Love.",Steve Carell
8920,Garfield,Bill Murray
13673,Christmas with the Kranks,Tim Allen
60308,Moneyball,Brad Pitt
6950,Outbreak,Dustin Hoffman
225574,Non-Stop,Liam Neeson
13836,Race to Witch Mountain,Dwayne Johnson
752,V for Vendetta,Natalie Portman
6038,Shanghai Knights,Jackie Chan
9975,Curious George,Will Ferrell
11451,Herbie Fully Loaded,Lindsay Lohan
12103,Don't Say a Word,Michael Douglas
60304,Hansel & Gretel: Witch Hunters,Jeremy Renner
2251,Unfaithful,Richard Gere
46529,I Am Number Four,Alex Pettyfer
231,Syriana,George Clooney
300671,13 Hours: The Secret Soldiers of Benghazi,James Badge Dale
228326,The Book of Life,Diego Luna
9754,Firewall,Harrison Ford
66,Absolute Power,Clint Eastwood
4421,G.I. Jane,Demi Moore
2649,The Game,Michael Douglas
588,Silent Hill,Radha Mitchell
10393,The Replacements,Keanu Reeves
71552,American Reunion,Jason Biggs
9631,The Negotiator,Samuel L. Jackson
216282,Into the Storm,Richard Armitage
306,Beverly Hills Cop III,Eddie Murphy
928,Gremlins 2: The New Batch,Zach Galligan
205587,The Judge,Robert Duvall
6623,The Peacemaker,George Clooney
1577,Resident Evil: Apocalypse,Milla Jovovich
9801,Bridget Jones: The Edge of Reason,Renée Zellweger
2116,Out of Time,Denzel Washington
9624,On Deadly Ground,Steven Seagal
14199,The Adventures of Sharkboy and Lavagirl,Taylor Lautner
1907,The Beach,Leonardo DiCaprio
4599,Raising Helen,Kate Hudson
22832,Ninja Assassin,Rain
10390,For Love of the Game,Kevin Costner
9879,Striptease,Demi Moore
38579,Marmaduke,Owen Wilson
44603,Hereafter,Matt Damon
11892,Murder by Numbers,Sandra Bullock
9691,Assassins,Sylvester Stallone
1248,Hannibal Rising,Gaspard Ulliel
12220,The Story of Us,Bruce Willis
72710,The Host,Saoirse Ronan
10782,Basic,John Travolta
9573,Blood Work,Clint Eastwood
4959,The International,Clive Owen
10061,Escape from L.A.,Kurt Russell
10386,The Iron Giant,Eli Marienthal
421,The Life Aquatic with Steve Zissou,Bill Murray
316152,Free State of Jones,Matthew McConaughey
11615,The Life of David Gale,Kevin Spacey
13498,Man of the House,Tommy Lee Jones
241554,Run All Night,Liam Neeson
2252,Eastern Promises,Naomi Watts
11968,Into the Blue,Paul Walker
10047,The Messenger: The Story of Joan of Arc,Milla Jovovich
38319,Your Highness,Danny McBride
69668,Dream House,Daniel Craig
9770,Mad City,John Travolta
11212,Baby's Day Out,Joe Mantegna
10533,The Scarlet Letter,Demi Moore
38363,Fair Game,Naomi Watts
9923,Domino,Keira Knightley
11863,Jade,David Caruso
18501,Gamer,Gerard Butler
109491,Beautiful Creatures,Alden Ehrenreich
9275,Death to Smoochy,Robin Williams
329833,Zoolander 2,Ben Stiller
12634,The Big Bounce,Owen Wilson
10416,What Planet Are You From?,Garry Shandling
47327,Drive Angry,Nicolas Cage
15268,Street Fighter: The Legend of Chun-Li,Kristin Kreuk
10796,The One,Jet Li
9548,The Adventures of Ford Fairlane,Andrew Dice Clay
18947,The Boat That Rocked,Tom Sturridge
1900,Traffic,Michael Douglas
89,Indiana Jones and the Last Crusade,Harrison Ford
96724,Anna Karenina,Keira Knightley
198184,Chappie,Sharlto Copley
9481,The Bone Collector,Denzel Washington
4547,Panic Room,Jodie Foster
53953,The Tooth Fairy,Lochlyn Munro
6415,Three Kings,George Clooney
181283,Child 44,Tom Hardy
9896,Rat Race,Cuba Gooding Jr.
167,K-PAX,Jeff Bridges
11232,Kate & Leopold,Meg Ryan
1636,Bedazzled,Elizabeth Hurley
2148,The Cotton Club,Richard Gere
5176,3:10 to Yuma,Russell Crowe
260346,Taken 3,Liam Neeson
1389,Out of Sight,George Clooney
9894,The Cable Guy,Jim Carrey
7504,Earth,Aamir Khan
8592,Dick Tracy,Warren Beatty
913,The Thomas Crown Affair,Pierce Brosnan
11091,Riding in Cars with Boys,Drew Barrymore
1368,First Blood,Sylvester Stallone
593,Solaris,Donatas Banionis
5393,Happily N'Ever After,George Carlin
9095,Mary Reilly,Julia Roberts
8874,My Best Friend's Wedding,Julia Roberts
11467,America's Sweethearts,Julia Roberts
320,Insomnia,Al Pacino
199,Star Trek: First Contact,Patrick Stewart
20533,Jonah Hex,Josh Brolin
10684,Courage Under Fire,Denzel Washington
1624,Liar Liar,Jim Carrey
325789,The Infiltrator,Bryan Cranston
113464,Inchon,Laurence Olivier
888,The Flintstones,John Goodman
82675,Taken 2,Liam Neeson
4256,Scary Movie 3,Pamela Anderson
1493,Miss Congeniality,Sandra Bullock
88751,Journey to the Center of the Earth,Brendan Fraser
11130,The Princess Diaries 2: Royal Engagement,Anne Hathaway
9944,The Pelican Brief,Julia Roberts
10731,The Client,Susan Sarandon
7350,The Bucket List,Jack Nicholson
9869,Patriot Games,Harrison Ford
4379,Monster-in-Law,Jennifer Lopez
146233,Prisoners,Hugh Jackman
2034,Training Day,Denzel Washington
926,Galaxy Quest,Tim Allen
4248,Scary Movie 2,Anna Faris
64328,The Muppets,Amy Adams
36647,Blade,Wesley Snipes
7214,Coach Carter,Samuel L. Jackson
1537,Changing Lanes,Ben Affleck
9360,Anaconda,Jennifer Lopez
6282,Coyote Ugly,Piper Perabo
508,Love Actually,Keira Knightley
9487,A Bug's Life,Kevin Spacey
768,From Hell,Johnny Depp
2636,The Specialist,Sylvester Stallone
10478,Tin Cup,Kevin Costner
27983,"Yours, Mine and Ours",Lucille Ball
9981,Kicking & Screaming,Will Ferrell
7453,The Hitchhiker's Guide to the Galaxy,Martin Freeman
15045,Fat Albert,Kenan Thompson
7737,Resident Evil: Extinction,Milla Jovovich
232672,Blended,Drew Barrymore
17379,Last Holiday,Queen Latifah
8987,The River Wild,Meryl Streep
11359,The Indian in the Cupboard,Hal Scardino
82525,Savages,Blake Lively
9759,Cellular,Chris Evans
9486,Johnny English,Rowan Atkinson
9906,The Ant Bully,Julia Roberts
841,Dune,Kyle MacLachlan
4688,Across the Universe,Evan Rachel Wood
4148,Revolutionary Road,Leonardo DiCaprio
2207,16 Blocks,Bruce Willis
9381,Babylon A.D.,Vin Diesel
9625,The Glimmer Man,Steven Seagal
9304,Multiplicity,Michael Keaton
20856,Aliens in the Attic,Carter Jenkins
5955,The Pledge,Jack Nicholson
9899,The Producers,Matthew Broderick
9826,The Phantom,Billy Zane
21355,All the Pretty Horses,Matt Damon
10858,Nixon,Anthony Hopkins
11439,The Ghost Writer,Ewan McGregor
9457,Deep Rising,Treat Williams
12412,Miracle at St. Anna,Derek Luke
1494,Curse of the Golden Flower,Chow Yun-fat
13184,Bangkok Dangerous,Nicolas Cage
2185,Big Trouble,Tim Allen
6639,Love in the Time of Cholera,Javier Bardem
38153,Shadow Conspiracy,Charlie Sheen
58233,Johnny English Reborn,Rowan Atkinson
116977,Foodfight!,Charlie Sheen
68734,Argo,Ben Affleck
5503,The Fugitive,Harrison Ford
27573,The Bounty Hunter,Gerard Butler
819,Sleepers,Robert De Niro
1369,Rambo: First Blood Part II,Sylvester Stallone
9623,The Juror,Demi Moore
10895,Pinocchio,Mel Blanc
10935,Heaven's Gate,Kris Kristofferson
834,Underworld: Evolution,Kate Beckinsale
228066,Victor Frankenstein,James McAvoy
711,Finding Forrester,Sean Connery
10468,28 Days,Sandra Bullock
10027,Unleashed,Jet Li
11812,The Sweetest Thing,Cameron Diaz
37233,The Firm,Tom Cruise
37950,Charlie St. Cloud,Zac Efron
27582,The Mechanic,Jason Statham
64688,21 Jump Street,Channing Tatum
509,Notting Hill,Julia Roberts
7443,Chicken Run,Mel Gibson
5966,Along Came Polly,Ben Stiller
11066,Boomerang,Eddie Murphy
136795,The Heat,Sandra Bullock
8095,Cleopatra,Elizabeth Taylor
87826,Here Comes the Boom,Salma Hayek
11560,High Crimes,Ashley Judd
25189,The Mirror Has Two Faces,Barbra Streisand
2637,The Mothman Prophecies,Richard Gere
18480,Brüno,Sacha Baron Cohen
709,Licence to Kill,Timothy Dalton
49730,Red Riding Hood,Amanda Seyfried
2749,15 Minutes,Robert De Niro
9607,Super Mario Bros.,Bob Hoskins
1830,Lord of War,Nicolas Cage
79,Hero,Jet Li
54054,One for the Money,Katherine Heigl
228967,The Interview,James Franco
46528,The Warrior's Way,Kate Bosworth
27936,Micmacs,Dany Boon
65,8 Mile,Eminem
280391,Why I Did (Not) Eat My Father,Jamel Debbouze
9476,A Knight's Tale,Heath Ledger
10610,The Medallion,Jackie Chan
745,The Sixth Sense,Bruce Willis
49527,Man on a Ledge,Sam Worthington
73937,The Big Year,Owen Wilson
1885,The Karate Kid,Ralph Macchio
168672,American Hustle,Christian Bale
18240,The Proposal,Sandra Bullock
10398,Double Jeopardy,Tommy Lee Jones
165,Back to the Future Part II,Michael J. Fox
240832,Lucy,Scarlett Johansson
216015,Fifty Shades of Grey,Dakota Johnson
12279,Spy Kids 3-D: Game Over,Antonio Banderas
1645,A Time to Kill,Matthew McConaughey
11007,Cheaper by the Dozen,Steve Martin
193756,Lone Survivor,Mark Wahlberg
11287,A League of Their Own,Tom Hanks
259693,The Conjuring 2,Patrick Wilson
37799,The Social Network,Jesse Eisenberg
10184,He's Just Not That Into You,Ben Affleck
4257,Scary Movie 4,Anna Faris
4234,Scream 3,David Arquette
196,Back to the Future Part III,Michael J. Fox
257091,Get Hard,Will Ferrell
6114,Dracula,Gary Oldman
24803,Julie & Julia,Meryl Streep
109410,42,Chadwick Boseman
1213,The Talented Mr. Ripley,Matt Damon
100042,Dumb and Dumber To,Jim Carrey
9036,Eight Below,Paul Walker
257211,The Intern,Robert De Niro
323675,Ride Along 2,Kevin Hart
9361,The Last of the Mohicans,Daniel Day-Lewis
1677,Ray,Jamie Foxx
187,Sin City,Jessica Alba
7461,Vantage Point,Dennis Quaid
16538,"I Love You, Man",Paul Rudd
9889,Shallow Hal,Gwyneth Paltrow
820,JFK,Kevin Costner
11565,Big Momma's House 2,Martin Lawrence
6073,The Mexican,Brad Pitt
16996,17 Again,Zac Efron
193610,The Other Woman,Cameron Diaz
19912,The Final Destination,Bobby Campo
296098,Bridge of Spies,Tom Hanks
8007,Behind Enemy Lines,Owen Wilson
32823,Get Him to the Greek,Jonah Hill
4380,Shall We Dance?,Richard Gere
11551,Small Soldiers,Gregory Smith
10336,Spawn,Michael Jai White
11362,The Count of Monte Cristo,Jim Caviezel
50348,The Lincoln Lawyer,Matthew McConaughey
48138,Unknown,Liam Neeson
1124,The Prestige,Hugh Jackman
227159,Horrible Bosses 2,Jason Bateman
68179,Escape from Planet Earth,Brendan Fraser
1579,Apocalypto,Rudy Youngblood
708,The Living Daylights,Timothy Dalton
34851,Predators,Topher Grace
9930,Legal Eagles,Robert Redford
1586,Secret Window,Johnny Depp
2044,The Lake House,Keanu Reeves
9913,The Skeleton Key,Kate Hudson
71864,The Odd Life of Timothy Green,Jennifer Garner
10761,Made of Honor,Patrick Dempsey
209451,Jersey Boys,Christopher Walken
11975,The Rainmaker,Matt Damon
4970,Gothika,Halle Berry
11831,Amistad,Morgan Freeman
9096,Medicine Man,Sean Connery
440,Aliens vs Predator: Requiem,Steven Pasquale
11011,Ri¢hie Ri¢h,Macaulay Culkin
10641,Autumn in New York,Richard Gere
11172,Music and Lyrics,Drew Barrymore
39513,Paul,Seth Rogen
82687,The Guilt Trip,Seth Rogen
41446,Scream 4,David Arquette
8224,8MM,Nicolas Cage
10537,The Doors,Val Kilmer
225886,Sex Tape,Cameron Diaz
10385,Hanging Up,Meg Ryan
55779,Final Destination 5,Emma Bell
10154,Mickey Blue Eyes,Hugh Grant
10647,Pay It Forward,Kevin Spacey
11431,Fever Pitch,Drew Barrymore
8457,Drillbit Taylor,Owen Wilson
188161,A Million Ways to Die in the West,Seth MacFarlane
8850,The Shadow,Alec Baldwin
64685,Extremely Loud & Incredibly Close,Thomas Horn
38357,Morning Glory,Rachel McAdams
10060,Get Rich or Die Tryin',50 Cent
11398,The Art of War,Wesley Snipes
1833,Rent,Anthony Rapp
10391,Bless the Child,Kim Basinger
8970,The Out-of-Towners,Steve Martin
9306,The Island of Dr. Moreau,Marlon Brando
11370,The Musketeer,Catherine Deneuve
12184,The Other Boleyn Girl,Natalie Portman
1921,Sweet November,Keanu Reeves
1683,The Reaping,Hilary Swank
203,Mean Streets,Harvey Keitel
11858,Renaissance Man,Danny DeVito
62835,Colombiana,Zoe Saldana
18937,Quest for Camelot,Jessalyn Gilsig
13536,City By The Sea,Robert De Niro
15556,At First Sight,Val Kilmer
10718,Torque,Martin Henderson
11062,City Hall,Al Pacino
10802,Showgirls,Elizabeth Berkley
1887,Marie Antoinette,Kirsten Dunst
6071,Kiss of Death,David Caruso
10461,Get Carter,Sylvester Stallone
80278,The Impossible,Naomi Watts
12704,Ishtar,Warren Beatty
10315,Fantastic Mr. Fox,George Clooney
16643,Life or Something Like It,Angelina Jolie
2687,Memoirs of an Invisible Man,Chevy Chase
194,Amélie,Audrey Tautou
11025,New York Minute,Ashley Olsen
8849,Alfie,Jude Law
78698,Big Miracle,Drew Barrymore
30943,The Deep End of the Ocean,Michelle Pfeiffer
9544,FearDotCom,Stephen Dorff
24418,Cirque du Freak: The Vampire's Assistant,John C. Reilly
7288,Duplex,Ben Stiller
14655,Soul Men,Samuel L. Jackson
24575,Raise the Titanic,M. Emmet Walsh
10366,Universal Soldier: The Return,Jean-Claude Van Damme
19898,Pandorum,Ben Foster
4965,Impostor,Gary Sinise
15074,Extreme Ops,Devon Sawa
56715,Just Visiting,Jean Reno
1272,Sunshine,Cillian Murphy
72358,A Thousand Words,Eddie Murphy
20542,Delgo,Freddie Prinze Jr.
266396,The Gunman,Sean Penn
9978,Stormbreaker,Alex Pettyfer
8271,Disturbia,Shia LaBeouf
10428,Hackers,Jonny Lee Miller
5353,The Hunting Party,Richard Gere
11934,The Hudsucker Proxy,Tim Robbins
14392,The Warlords,Jet Li
19495,Nomad: The Warrior,Kuno Becker
110415,Snowpiercer,Chris Evans
77459,A Monster in Paris,Vanessa Paradis
26486,The Last Shot,Matthew Broderick
9495,The Crow,Brandon Lee
256040,Baahubali: The Beginning,Prabhas
24420,The Time Traveler's Wife,Eric Bana
1257,Because I Said So,Diane Keaton
62214,Frankenweenie,Charlie Tahan
16320,Serenity,Nathan Fillion
8842,Against the Ropes,Meg Ryan
9531,Superman III,Christopher Reeve
64807,Grudge Match,Robert De Niro
12289,Red Cliff,Chang Chen
11529,Sweet Home Alabama,Reese Witherspoon
20943,The Ugly Truth,Katherine Heigl
9099,Sgt. Bilko,Steve Martin
9488,Spy Kids 2: The Island of Lost Dreams,Antonio Banderas
193,Star Trek: Generations,Patrick Stewart
44865,The Grandmaster,Tony Leung Chiu-Wai
55787,Water for Elephants,Robert Pattinson
257932,Dragon Nest: Warriors' Dawn,Carrie-Anne Moss
10400,The Hurricane,Denzel Washington
1957,Enough,Jennifer Lopez
10833,Heartbreakers,Sigourney Weaver
256961,Paul Blart: Mall Cop 2,Kevin James
5852,Angel Eyes,Jennifer Lopez
12312,Joe Somebody,Tim Allen
622,The Ninth Gate,Johnny Depp
11306,Extreme Measures,Hugh Grant
12508,Rock Star,Mark Wahlberg
25793,Precious,Gabourey Sidibe
10534,White Squall,Jeff Bridges
1091,The Thing,Kurt Russell
87421,Riddick,Vin Diesel
10871,Switchback,Dennis Quaid
13503,Texas Rangers,James Van Der Beek
13600,City of Ember,Saoirse Ronan
68722,The Master,Joaquin Phoenix
14324,Virgin Territory,Ryan Cartwright
14325,The Express,Rob Brown
299687,The 5th Wave,Chloë Grace Moretz
312221,Creed,Michael B. Jordan
23168,The Town,Ben Affleck
76494,What to Expect When You're Expecting,Cameron Diaz
4944,Burn After Reading,George Clooney
10488,Nim's Island,Abigail Breslin
96721,Rush,Daniel Brühl
334,Magnolia,Julianne Moore
23742,Cop Out,Bruce Willis
259694,How to Be Single,Dakota Johnson
62837,Dolphin Tale,Morgan Freeman
8966,Twilight,Kristen Stewart
8470,John Q,Denzel Washington
11001,Blue Streak,Martin Lawrence
138832,We're the Millers,Jason Sudeikis
16911,The Inhabited Island,Vasily Stepanov
2163,Breakdown,Kurt Russell
36670,Never Say Never Again,Sean Connery
23048,Hot Tub Time Machine,John Cusack
227735,Dolphin Tale 2,Morgan Freeman
2155,Reindeer Games,Ben Affleck
8409,A Man Apart,Vin Diesel
222936,Aloha,Bradley Cooper
31908,Ghosts of Mississippi,Alec Baldwin
10219,Snow Falling on Cedars,Ethan Hawke
48171,The Rite,Anthony Hopkins
782,Gattaca,Ethan Hawke
75531,Isn't She Great,Bette Midler
11802,Space Chimps,Andy Samberg
9776,Head of State,Chris Rock
18785,The Hangover,Bradley Cooper
365222,Ip Man 3,Donnie Yen
817,Austin Powers: The Spy Who Shagged Me,Mike Myers
268,Batman,Jack Nicholson
45054,There Be Dragons,Charlie Cox
943,Lethal Weapon 3,Mel Gibson
22881,The Blind Side,Sandra Bullock
10054,Spy Kids,Alexa PenaVega
51540,Horrible Bosses,Jennifer Aniston
44264,True Grit,Jeff Bridges
350,The Devil Wears Prada,Meryl Streep
152,Star Trek: The Motion Picture,William Shatner
109431,Identity Thief,Jason Bateman
1598,Cape Fear,Robert De Niro
8065,21,Jim Sturgess
271718,Trainwreck,Amy Schumer
11638,Guess Who,Bernie Mac
409,The English Patient,Ralph Fiennes
2118,L.A. Confidential,Kevin Spacey
11459,Sky High,Michael Angarano
10806,In & Out,Kevin Kline
9348,Species,Natasha Henstridge
377,A Nightmare on Elm Street,John Saxon
8843,The Cell,Jennifer Lopez
9313,The Man in the Iron Mask,Leonardo DiCaprio
39486,Secretariat,Diane Lane
1273,TMNT,Chris Evans
13920,Radio,Cuba Gooding Jr.
50544,Friends with Benefits,Justin Timberlake
325133,Neighbors 2: Sorority Rising,Seth Rogen
140823,Saving Mr. Banks,Emma Thompson
1883,Malcolm X,Denzel Washington
89492,This Is 40,Paul Rudd
22949,Old Dogs,Robin Williams
12437,Underworld: Rise of the Lycans,Bill Nighy
2959,License to Wed,Robin Williams
9957,The Benchwarmers,Jon Heder
11648,Must Love Dogs,Diane Lane
9366,Donnie Brasco,Johnny Depp
1576,Resident Evil,Milla Jovovich
609,Poltergeist,Craig T. Nelson
5516,The Ladykillers,Tom Hanks
13051,Max Payne,Mark Wahlberg
